step,input,v,v_th_eff,spike
1528,1.3,1.29842,1.45521,0
1529,1.3,1.2985,1.4537,0
1530,1.3,1.29857,1.45219,0
1531,1.3,1.29864,1.45068,0
1532,1.3,1.29871,1.44918,0
1533,1.3,1.29877,1.44769,0
1534,1.3,1.29883,1.4462,0
1535,1.3,1.29889,1.44471,0
1536,1.3,1.29894,1.44323,0
1537,1.3,1.29899,1.44176,0
1538,1.3,1.29904,1.44029,0
1539,1.3,1.29909,1.43882,0
1540,1.3,1.29913,1.43736,0
1541,1.3,1.29918,1.43591,0
1542,1.3,1.29922,1.43446,0
1543,1.3,1.29925,1.43301,0
1544,1.3,1.29929,1.43157,0
1545,1.3,1.29932,1.43013,0
1546,1.3,1.29936,1.4287,0
1547,1.3,1.29939,1.42728,0
1548,1.3,1.29942,1.42585,0
1549,1.3,1.29945,1.42444,0
1550,1.3,1.29947,1.42302,0
1551,1.3,1.2995,1.42162,0
1552,1.3,1.29952,1.42021,0
1553,1.3,1.29955,1.41882,0
1554,1.3,1.29957,1.41742,0
1555,1.3,1.29959,1.41603,0
1556,1.3,1.29961,1.41465,0
1557,1.3,1.29963,1.41327,0
1558,1.3,1.29965,1.41189,0
1559,1.3,1.29966,1.41052,0
1560,1.3,1.29968,1.40916,0
1561,1.3,1.2997,1.40779,0
1562,1.3,1.29971,1.40644,0
1563,1.3,1.29973,1.40508,0
1564,1.3,1.29974,1.40374,0
1565,1.3,1.29975,1.40239,0
1566,1.3,1.29976,1.40105,0
1567,1.3,1.29978,1.39972,0
1568,1.3,1.29979,1.39839,0
1569,1.3,1.2998,1.39706,0
1570,1.3,1.29981,1.39574,0
1571,1.3,1.29982,1.39443,0
1572,1.3,1.29982,1.39311,0
1573,1.3,1.29983,1.3918,0
1574,1.3,1.29984,1.3905,0
1575,1.3,1.29985,1.3892,0
1576,1.3,1.29986,1.38791,0
1577,1.3,1.29986,1.38662,0
1578,1.3,1.29987,1.38533,0
1579,1.3,1.29988,1.38405,0
1580,1.3,1.29988,1.38277,0
1581,1.3,1.29989,1.38149,0
1582,1.3,1.29989,1.38022,0
1583,1.3,1.2999,1.37896,0
1584,1.3,1.2999,1.3777,0
1585,1.3,1.29991,1.37644,0
1586,1.3,1.29991,1.37519,0
1587,1.3,1.29992,1.37394,0
1588,1.3,1.29992,1.3727,0
1589,1.3,1.29992,1.37146,0
1590,1.3,1.29993,1.37022,0
1591,1.3,1.29993,1.36899,0
1592,1.3,1.29994,1.36776,0
1593,1.3,1.29994,1.36654,0
1594,1.3,1.29994,1.36532,0
1595,1.3,1.29994,1.3641,0
1596,1.3,1.29995,1.36289,0
1597,1.3,1.29995,1.36168,0
1598,1.3,1.29995,1.36048,0
1599,1.3,1.29995,1.35928,0
1600,1.3,1.29996,1.35808,0
1601,1.3,1.29996,1.35689,0
1602,1.3,1.29996,1.3557,0
1603,1.3,1.29996,1.35452,0
1604,1.3,1.29996,1.35334,0
1605,1.3,1.29997,1.35216,0
1606,1.3,1.29997,1.35099,0
1607,1.3,1.29997,1.34982,0
1608,1.3,1.29997,1.34866,0
1609,1.3,1.29997,1.3475,0
1610,1.3,1.29997,1.34634,0
1611,1.3,1.29998,1.34519,0
1612,1.3,1.29998,1.34404,0
1613,1.3,1.29998,1.3429,0
1614,1.3,1.29998,1.34176,0
1615,1.3,1.29998,1.34062,0
1616,1.3,1.29998,1.33948,0
1617,1.3,1.29998,1.33836,0
1618,1.3,1.29998,1.33723,0
1619,1.3,1.29998,1.33611,0
1620,1.3,1.29998,1.33499,0
1621,1.3,1.29998,1.33387,0
1622,1.3,1.29999,1.33276,0
1623,1.3,1.29999,1.33166,0
1624,1.3,1.29999,1.33055,0
1625,1.3,1.29999,1.32945,0
1626,1.3,1.29999,1.32836,0
1627,1.3,1.29999,1.32726,0
1628,1.3,1.29999,1.32617,0
1629,1.3,1.29999,1.32509,0
1630,1.3,1.29999,1.32401,0
1631,1.3,1.29999,1.32293,0
1632,1.3,1.29999,1.32185,0
1633,1.3,1.29999,1.32078,0
1634,1.3,1.29999,1.31971,0
1635,1.3,1.29999,1.31865,0
1636,1.3,1.29999,1.31759,0
1637,1.3,1.29999,1.31653,0
1638,1.3,1.29999,1.31548,0
1639,1.3,1.29999,1.31443,0
1640,1.3,1.29999,1.31338,0
1641,1.3,1.29999,1.31234,0
1642,1.3,1.29999,1.3113,0
1643,1.3,1.29999,1.31027,0
1644,1.3,1.3,1.30923,0
1645,1.3,1.3,1.3082,0
1646,1.3,1.3,1.30718,0
1647,1.3,1.3,1.30616,0
1648,1.3,1.3,1.30514,0
1649,1.3,1.3,1.30412,0
1650,1.3,1.3,1.30311,0
1651,1.3,1.3,1.3021,0
1652,1.3,1.3,1.3011,0
1653,1.3,1.3,1.30009,0
1654,1.3,0.299997,1.2991,1000
1655,1.3,0.348768,1.69743,0
1656,1.3,0.39516,1.69511,0
1657,1.3,0.43929,1.6928,0
1658,1.3,0.481267,1.69049,0
1659,1.3,0.521197,1.6882,0
1660,1.3,0.55918,1.68591,0
1661,1.3,0.59531,1.68362,0
1662,1.3,0.629678,1.68135,0
1663,1.3,0.66237,1.67908,0
1664,1.3,0.693468,1.67682,0
1665,1.3,0.723049,1.67457,0
1666,1.3,0.751187,1.67233,0
1667,1.3,0.777953,1.67009,0
1668,1.3,0.803413,1.66786,0
1669,1.3,0.827632,1.66564,0
1670,1.3,0.85067,1.66342,0
1671,1.3,0.872584,1.66121,0
1672,1.3,0.893429,1.65901,0
1673,1.3,0.913258,1.65682,0
1674,1.3,0.93212,1.65463,0
1675,1.3,0.950061,1.65245,0
1676,1.3,0.967128,1.65028,0
1677,1.3,0.983362,1.64812,0
1678,1.3,0.998805,1.64596,0
1679,1.3,1.01349,1.64381,0
1680,1.3,1.02747,1.64167,0
1681,1.3,1.04076,1.63954,0
1682,1.3,1.0534,1.63741,0
1683,1.3,1.06543,1.63529,0
1684,1.3,1.07687,1.63317,0
1685,1.3,1.08775,1.63106,0
1686,1.3,1.0981,1.62896,0
1687,1.3,1.10795,1.62687,0
1688,1.3,1.11732,1.62479,0
1689,1.3,1.12623,1.62271,0
1690,1.3,1.1347,1.62063,0
1691,1.3,1.14276,1.61857,0
1692,1.3,1.15043,1.61651,0
1693,1.3,1.15773,1.61446,0
1694,1.3,1.16466,1.61241,0
1695,1.3,1.17126,1.61038,0
1696,1.3,1.17754,1.60834,0
1697,1.3,1.18352,1.60632,0
1698,1.3,1.1892,1.6043,0
1699,1.3,1.1946,1.60229,0
1700,1.3,1.19974,1.60029,0
1701,1.3,1.20463,1.59829,0
1702,1.3,1.20928,1.5963,0
1703,1.3,1.21371,1.59431,0
1704,1.3,1.21791,1.59234,0
1705,1.3,1.22192,1.59037,0
1706,1.3,1.22573,1.5884,0
1707,1.3,1.22935,1.58644,0
1708,1.3,1.23279,1.58449,0
1709,1.3,1.23607,1.58255,0
1710,1.3,1.23919,1.58061,0
1711,1.3,1.24216,1.57868,0
1712,1.3,1.24498,1.57675,0
1713,1.3,1.24766,1.57483,0
1714,1.3,1.25021,1.57292,0
1715,1.3,1.25264,1.57101,0
1716,1.3,1.25495,1.56911,0
1717,1.3,1.25715,1.56722,0
1718,1.3,1.25924,1.56533,0
1719,1.3,1.26123,1.56345,0
1720,1.3,1.26312,1.56157,0
1721,1.3,1.26492,1.5597,0
1722,1.3,1.26663,1.55784,0
1723,1.3,1.26825,1.55599,0
1724,1.3,1.2698,1.55413,0
1725,1.3,1.27128,1.55229,0
1726,1.3,1.27268,1.55045,0
1727,1.3,1.27401,1.54862,0
1728,1.3,1.27528,1.5468,0
1729,1.3,1.27648,1.54498,0
1730,1.3,1.27763,1.54316,0
1731,1.3,1.27872,1.54135,0
1732,1.3,1.27976,1.53955,0
1733,1.3,1.28075,1.53776,0
1734,1.3,1.28168,1.53597,0
1735,1.3,1.28258,1.53418,0
1736,1.3,1.28343,1.53241,0
1737,1.3,1.28424,1.53064,0
1738,1.3,1.285,1.52887,0
1739,1.3,1.28574,1.52711,0
1740,1.3,1.28643,1.52536,0
1741,1.3,1.28709,1.52361,0
1742,1.3,1.28772,1.52186,0
1743,1.3,1.28832,1.52013,0
1744,1.3,1.28889,1.5184,0
1745,1.3,1.28943,1.51667,0
1746,1.3,1.28995,1.51495,0
1747,1.3,1.29044,1.51324,0
1748,1.3,1.2909,1.51153,0
1749,1.3,1.29135,1.50983,0
1750,1.3,1.29177,1.50813,0
1751,1.3,1.29217,1.50644,0
1752,1.3,1.29255,1.50476,0
1753,1.3,1.29292,1.50308,0
1754,1.3,1.29326,1.5014,0
1755,1.3,1.29359,1.49973,0
1756,1.3,1.2939,1.49807,0
1757,1.3,1.2942,1.49641,0
1758,1.3,1.29448,1.49476,0
1759,1.3,1.29475,1.49311,0
1760,1.3,1.29501,1.49147,0
1761,1.3,1.29525,1.48984,0
1762,1.3,1.29548,1.48821,0
1763,1.3,1.2957,1.48658,0
1764,1.3,1.29591,1.48496,0
1765,1.3,1.29611,1.48335,0
1766,1.3,1.2963,1.48174,0
1767,1.3,1.29648,1.48014,0
1768,1.3,1.29665,1.47854,0
1769,1.3,1.29682,1.47695,0
1770,1.3,1.29697,1.47536,0
1771,1.3,1.29712,1.47378,0
1772,1.3,1.29726,1.4722,0
1773,1.3,1.29739,1.47063,0
1774,1.3,1.29752,1.46906,0
1775,1.3,1.29764,1.4675,0
1776,1.3,1.29776,1.46595,0
1777,1.3,1.29787,1.4644,0
1778,1.3,1.29797,1.46285,0
1779,1.3,1.29807,1.46131,0
1780,1.3,1.29816,1.45978,0
1781,1.3,1.29825,1.45825,0
1782,1.3,1.29834,1.45672,0
1783,1.3,1.29842,1.4552,0
1784,1.3,1.2985,1.45369,0
1785,1.3,1.29857,1.45218,0
1786,1.3,1.29864,1.45067,0
1787,1.3,1.29871,1.44917,0
1788,1.3,1.29877,1.44768,0
1789,1.3,1.29883,1.44619,0
1790,1.3,1.29889,1.4447,0
1791,1.3,1.29894,1.44322,0
1792,1.3,1.29899,1.44175,0
1793,1.3,1.29904,1.44028,0
1794,1.3,1.29909,1.43881,0
1795,1.3,1.29913,1.43735,0
1796,1.3,1.29918,1.4359,0
1797,1.3,1.29922,1.43445,0
1798,1.3,1.29925,1.433,0
1799,1.3,1.29929,1.43156,0
1800,1.3,1.29932,1.43012,0
1801,1.3,1.29936,1.42869,0
1802,1.3,1.29939,1.42727,0
1803,1.3,1.29942,1.42584,0
1804,1.3,1.29945,1.42443,0
1805,1.3,1.29947,1.42302,0
1806,1.3,1.2995,1.42161,0
1807,1.3,1.29952,1.4202,0
1808,1.3,1.29955,1.41881,0
1809,1.3,1.29957,1.41741,0
1810,1.3,1.29959,1.41602,0
1811,1.3,1.29961,1.41464,0
1812,1.3,1.29963,1.41326,0
1813,1.3,1.29965,1.41188,0
1814,1.3,1.29966,1.41051,0
1815,1.3,1.29968,1.40915,0
1816,1.3,1.2997,1.40779,0
1817,1.3,1.29971,1.40643,0
1818,1.3,1.29973,1.40508,0
1819,1.3,1.29974,1.40373,0
1820,1.3,1.29975,1.40238,0
1821,1.3,1.29976,1.40105,0
1822,1.3,1.29978,1.39971,0
1823,1.3,1.29979,1.39838,0
1824,1.3,1.2998,1.39705,0
1825,1.3,1.29981,1.39573,0
1826,1.3,1.29982,1.39442,0
1827,1.3,1.29982,1.3931,0
1828,1.3,1.29983,1.3918,0
1829,1.3,1.29984,1.39049,0
1830,1.3,1.29985,1.38919,0
1831,1.3,1.29986,1.3879,0
1832,1.3,1.29986,1.38661,0
1833,1.3,1.29987,1.38532,0
1834,1.3,1.29988,1.38404,0
1835,1.3,1.29988,1.38276,0
1836,1.3,1.29989,1.38149,0
1837,1.3,1.29989,1.38022,0
1838,1.3,1.2999,1.37895,0
1839,1.3,1.2999,1.37769,0
1840,1.3,1.29991,1.37643,0
1841,1.3,1.29991,1.37518,0
1842,1.3,1.29992,1.37393,0
1843,1.3,1.29992,1.37269,0
1844,1.3,1.29992,1.37145,0
1845,1.3,1.29993,1.37021,0
1846,1.3,1.29993,1.36898,0
1847,1.3,1.29994,1.36775,0
1848,1.3,1.29994,1.36653,0
1849,1.3,1.29994,1.36531,0
1850,1.3,1.29994,1.36409,0
1851,1.3,1.29995,1.36288,0
1852,1.3,1.29995,1.36167,0
1853,1.3,1.29995,1.36047,0
1854,1.3,1.29995,1.35927,0
1855,1.3,1.29996,1.35807,0
1856,1.3,1.29996,1.35688,0
1857,1.3,1.29996,1.3557,0
1858,1.3,1.29996,1.35451,0
1859,1.3,1.29996,1.35333,0
1860,1.3,1.29997,1.35216,0
1861,1.3,1.29997,1.35098,0
1862,1.3,1.29997,1.34982,0
1863,1.3,1.29997,1.34865,0
1864,1.3,1.29997,1.34749,0
1865,1.3,1.29997,1.34634,0
1866,1.3,1.29998,1.34518,0
1867,1.3,1.29998,1.34403,0
1868,1.3,1.29998,1.34289,0
1869,1.3,1.29998,1.34175,0
1870,1.3,1.29998,1.34061,0
1871,1.3,1.29998,1.33948,0
1872,1.3,1.29998,1.33835,0
1873,1.3,1.29998,1.33722,0
1874,1.3,1.29998,1.3361,0
1875,1.3,1.29998,1.33498,0
1876,1.3,1.29998,1.33387,0
1877,1.3,1.29999,1.33276,0
1878,1.3,1.29999,1.33165,0
1879,1.3,1.29999,1.33054,0
1880,1.3,1.29999,1.32944,0
1881,1.3,1.29999,1.32835,0
1882,1.3,1.29999,1.32726,0
1883,1.3,1.29999,1.32617,0
1884,1.3,1.29999,1.32508,0
1885,1.3,1.29999,1.324,0
1886,1.3,1.29999,1.32292,0
1887,1.3,1.29999,1.32185,0
1888,1.3,1.29999,1.32078,0
1889,1.3,1.29999,1.31971,0
1890,1.3,1.29999,1.31864,0
1891,1.3,1.29999,1.31758,0
1892,1.3,1.29999,1.31653,0
1893,1.3,1.29999,1.31547,0
1894,1.3,1.29999,1.31442,0
1895,1.3,1.29999,1.31338,0
1896,1.3,1.29999,1.31233,0
1897,1.3,1.29999,1.3113,0
1898,1.3,1.29999,1.31026,0
1899,1.3,1.3,1.30923,0
1900,1.3,1.3,1.3082,0
1901,1.3,1.3,1.30717,0
1902,1.3,1.3,1.30615,0
1903,1.3,1.3,1.30513,0
1904,1.3,1.3,1.30412,0
1905,1.3,1.3,1.3031,0
1906,1.3,1.3,1.30209,0
1907,1.3,1.3,1.30109,0
1908,1.3,1.3,1.30009,0
1909,1.3,0.299997,1.29909,1000
1910,1.3,0.348768,1.69743,0
1911,1.3,0.39516,1.69511,0
1912,1.3,0.43929,1.69279,0
1913,1.3,0.481267,1.69049,0
1914,1.3,0.521197,1.68819,0
1915,1.3,0.55918,1.6859,0
1916,1.3,0.59531,1.68362,0
1917,1.3,0.629678,1.68134,0
1918,1.3,0.66237,1.67908,0
1919,1.3,0.693468,1.67682,0
1920,1.3,0.723049,1.67456,0
1921,1.3,0.751187,1.67232,0
1922,1.3,0.777953,1.67008,0
1923,1.3,0.803413,1.66785,0
1924,1.3,0.827632,1.66563,0
1925,1.3,0.85067,1.66341,0
1926,1.3,0.872584,1.66121,0
1927,1.3,0.893429,1.65901,0
1928,1.3,0.913258,1.65681,0
1929,1.3,0.93212,1.65463,0
1930,1.3,0.950061,1.65245,0
1931,1.3,0.967128,1.65028,0
1932,1.3,0.983362,1.64811,0
1933,1.3,0.998805,1.64596,0
1934,1.3,1.01349,1.64381,0
1935,1.3,1.02747,1.64166,0
1936,1.3,1.04076,1.63953,0
1937,1.3,1.0534,1.6374,0
1938,1.3,1.06543,1.63528,0
1939,1.3,1.07687,1.63317,0
1940,1.3,1.08775,1.63106,0
1941,1.3,1.0981,1.62896,0
1942,1.3,1.10795,1.62687,0
1943,1.3,1.11732,1.62478,0
1944,1.3,1.12623,1.6227,0
1945,1.3,1.1347,1.62063,0
1946,1.3,1.14276,1.61856,0
1947,1.3,1.15043,1.6165,0
1948,1.3,1.15773,1.61445,0
1949,1.3,1.16466,1.61241,0
1950,1.3,1.17126,1.61037,0
1951,1.3,1.17754,1.60834,0
1952,1.3,1.18352,1.60631,0
1953,1.3,1.1892,1.6043,0
1954,1.3,1.1946,1.60229,0
1955,1.3,1.19974,1.60028,0
1956,1.3,1.20463,1.59828,0
1957,1.3,1.20928,1.59629,0
1958,1.3,1.21371,1.59431,0
1959,1.3,1.21791,1.59233,0
1960,1.3,1.22192,1.59036,0
1961,1.3,1.22573,1.5884,0
1962,1.3,1.22935,1.58644,0
1963,1.3,1.23279,1.58449,0
1964,1.3,1.23607,1.58254,0
1965,1.3,1.23919,1.5806,0
1966,1.3,1.24216,1.57867,0
1967,1.3,1.24498,1.57674,0
1968,1.3,1.24766,1.57483,0
1969,1.3,1.25021,1.57291,0
1970,1.3,1.25264,1.57101,0
1971,1.3,1.25495,1.56911,0
1972,1.3,1.25715,1.56721,0
1973,1.3,1.25924,1.56532,0
1974,1.3,1.26123,1.56344,0
1975,1.3,1.26312,1.56157,0
1976,1.3,1.26492,1.5597,0
1977,1.3,1.26663,1.55784,0
1978,1.3,1.26825,1.55598,0
1979,1.3,1.2698,1.55413,0
1980,1.3,1.27128,1.55229,0
1981,1.3,1.27268,1.55045,0
1982,1.3,1.27401,1.54862,0
1983,1.3,1.27528,1.54679,0
1984,1.3,1.27648,1.54497,0
1985,1.3,1.27763,1.54316,0
1986,1.3,1.27872,1.54135,0
1987,1.3,1.27976,1.53955,0
1988,1.3,1.28075,1.53775,0
1989,1.3,1.28168,1.53596,0
1990,1.3,1.28258,1.53418,0
1991,1.3,1.28343,1.5324,0
1992,1.3,1.28424,1.53063,0
1993,1.3,1.285,1.52886,0
1994,1.3,1.28574,1.5271,0
1995,1.3,1.28643,1.52535,0
1996,1.3,1.28709,1.5236,0
1997,1.3,1.28772,1.52186,0
1998,1.3,1.28832,1.52012,0
1999,1.3,1.28889,1.51839,0
2000,1.3,1.28943,1.51667,0
2001,1.3,1.28995,1.51495,0
2002,1.3,1.29044,1.51323,0
2003,1.3,1.2909,1.51153,0
2004,1.3,1.29135,1.50982,0
2005,1.3,1.29177,1.50813,0
2006,1.3,1.29217,1.50644,0
2007,1.3,1.29255,1.50475,0
2008,1.3,1.29292,1.50307,0
2009,1.3,1.29326,1.5014,0
2010,1.3,1.29359,1.49973,0
2011,1.3,1.2939,1.49807,0
2012,1.3,1.2942,1.49641,0
2013,1.3,1.29448,1.49476,0
2014,1.3,1.29475,1.49311,0
2015,1.3,1.29501,1.49147,0
2016,1.3,1.29525,1.48983,0
2017,1.3,1.29548,1.4882,0
2018,1.3,1.2957,1.48658,0
2019,1.3,1.29591,1.48496,0
2020,1.3,1.29611,1.48335,0
2021,1.3,1.2963,1.48174,0
2022,1.3,1.29648,1.48013,0
2023,1.3,1.29665,1.47854,0
2024,1.3,1.29682,1.47694,0
2025,1.3,1.29697,1.47536,0
2026,1.3,1.29712,1.47377,0
2027,1.3,1.29726,1.4722,0
2028,1.3,1.29739,1.47063,0
2029,1.3,1.29752,1.46906,0
2030,1.3,1.29764,1.4675,0
2031,1.3,1.29776,1.46594,0
2032,1.3,1.29787,1.46439,0
2033,1.3,1.29797,1.46285,0
2034,1.3,1.29807,1.46131,0
2035,1.3,1.29816,1.45977,0
2036,1.3,1.29825,1.45824,0
2037,1.3,1.29834,1.45672,0
2038,1.3,1.29842,1.4552,0
2039,1.3,1.2985,1.45368,0
2040,1.3,1.29857,1.45217,0
2041,1.3,1.29864,1.45067,0
2042,1.3,1.29871,1.44917,0
2043,1.3,1.29877,1.44767,0
2044,1.3,1.29883,1.44618,0
2045,1.3,1.29889,1.4447,0
2046,1.3,1.29894,1.44322,0
2047,1.3,1.29899,1.44174,0
2048,1.3,1.29904,1.44027,0
2049,1.3,1.29909,1.43881,0
2050,1.3,1.29913,1.43735,0
2051,1.3,1.29918,1.43589,0
2052,1.3,1.29922,1.43444,0
2053,1.3,1.29925,1.433,0
2054,1.3,1.29929,1.43156,0
2055,1.3,1.29932,1.43012,0
2056,1.3,1.29936,1.42869,0
2057,1.3,1.29939,1.42726,0
2058,1.3,1.29942,1.42584,0
2059,1.3,1.29945,1.42442,0
2060,1.3,1.29947,1.42301,0
2061,1.3,1.2995,1.4216,0
2062,1.3,1.29952,1.4202,0
2063,1.3,1.29955,1.4188,0
2064,1.3,1.29957,1.41741,0
2065,1.3,1.29959,1.41602,0
2066,1.3,1.29961,1.41464,0
2067,1.3,1.29963,1.41326,0
2068,1.3,1.29965,1.41188,0
2069,1.3,1.29966,1.41051,0
2070,1.3,1.29968,1.40914,0
2071,1.3,1.2997,1.40778,0
2072,1.3,1.29971,1.40642,0
2073,1.3,1.29973,1.40507,0
2074,1.3,1.29974,1.40372,0
2075,1.3,1.29975,1.40238,0
2076,1.3,1.29976,1.40104,0
2077,1.3,1.29978,1.39971,0
2078,1.3,1.29979,1.39838,0
2079,1.3,1.2998,1.39705,0
2080,1.3,1.29981,1.39573,0
2081,1.3,1.29982,1.39441,0
2082,1.3,1.29982,1.3931,0
2083,1.3,1.29983,1.39179,0
2084,1.3,1.29984,1.39049,0
2085,1.3,1.29985,1.38919,0
2086,1.3,1.29986,1.38789,0
2087,1.3,1.29986,1.3866,0
2088,1.3,1.29987,1.38532,0
2089,1.3,1.29988,1.38403,0
2090,1.3,1.29988,1.38276,0
2091,1.3,1.29989,1.38148,0
2092,1.3,1.29989,1.38021,0
2093,1.3,1.2999,1.37895,0
2094,1.3,1.2999,1.37769,0
2095,1.3,1.29991,1.37643,0
2096,1.3,1.29991,1.37518,0
2097,1.3,1.29992,1.37393,0
2098,1.3,1.29992,1.37268,0
2099,1.3,1.29992,1.37144,0
2100,1.3,1.29993,1.37021,0
2101,1.3,1.29993,1.36898,0
2102,1.3,1.29994,1.36775,0
2103,1.3,1.29994,1.36652,0
2104,1.3,1.29994,1.3653,0
2105,1.3,1.29994,1.36409,0
2106,1.3,1.29995,1.36288,0
2107,1.3,1.29995,1.36167,0
2108,1.3,1.29995,1.36047,0
2109,1.3,1.29995,1.35927,0
2110,1.3,1.29996,1.35807,0
2111,1.3,1.29996,1.35688,0
2112,1.3,1.29996,1.35569,0
2113,1.3,1.29996,1.35451,0
2114,1.3,1.29996,1.35333,0
2115,1.3,1.29997,1.35215,0
2116,1.3,1.29997,1.35098,0
2117,1.3,1.29997,1.34981,0
2118,1.3,1.29997,1.34865,0
2119,1.3,1.29997,1.34749,0
2120,1.3,1.29997,1.34633,0
2121,1.3,1.29998,1.34518,0
2122,1.3,1.29998,1.34403,0
2123,1.3,1.29998,1.34289,0
2124,1.3,1.29998,1.34175,0
2125,1.3,1.29998,1.34061,0
2126,1.3,1.29998,1.33947,0
2127,1.3,1.29998,1.33834,0
2128,1.3,1.29998,1.33722,0
2129,1.3,1.29998,1.3361,0
2130,1.3,1.29998,1.33498,0
2131,1.3,1.29998,1.33386,0
2132,1.3,1.29999,1.33275,0
2133,1.3,1.29999,1.33165,0
2134,1.3,1.29999,1.33054,0
2135,1.3,1.29999,1.32944,0
2136,1.3,1.29999,1.32835,0
2137,1.3,1.29999,1.32725,0
2138,1.3,1.29999,1.32616,0
2139,1.3,1.29999,1.32508,0
2140,1.3,1.29999,1.324,0
2141,1.3,1.29999,1.32292,0
2142,1.3,1.29999,1.32184,0
2143,1.3,1.29999,1.32077,0
2144,1.3,1.29999,1.31971,0
2145,1.3,1.29999,1.31864,0
2146,1.3,1.29999,1.31758,0
2147,1.3,1.29999,1.31652,0
2148,1.3,1.29999,1.31547,0
2149,1.3,1.29999,1.31442,0
2150,1.3,1.29999,1.31337,0
2151,1.3,1.29999,1.31233,0
2152,1.3,1.29999,1.31129,0
2153,1.3,1.29999,1.31026,0
2154,1.3,1.3,1.30922,0
2155,1.3,1.3,1.30819,0
2156,1.3,1.3,1.30717,0
2157,1.3,1.3,1.30615,0
2158,1.3,1.3,1.30513,0
2159,1.3,1.3,1.30411,0
2160,1.3,1.3,1.3031,0
2161,1.3,1.3,1.30209,0
2162,1.3,1.3,1.30109,0
2163,1.3,1.3,1.30008,0
2164,1.3,0.299997,1.29909,1000
2165,1.3,0.348768,1.69743,0
2166,1.3,0.39516,1.6951,0
2167,1.3,0.43929,1.69279,0
2168,1.3,0.481267,1.69049,0
2169,1.3,0.521197,1.68819,0
2170,1.3,0.55918,1.6859,0
2171,1.3,0.59531,1.68362,0
2172,1.3,0.629678,1.68134,0
2173,1.3,0.66237,1.67907,0
2174,1.3,0.693468,1.67681,0
2175,1.3,0.723049,1.67456,0
2176,1.3,0.751187,1.67232,0
2177,1.3,0.777953,1.67008,0
2178,1.3,0.803413,1.66785,0
2179,1.3,0.827632,1.66563,0
2180,1.3,0.85067,1.66341,0
2181,1.3,0.872584,1.6612,0
2182,1.3,0.893429,1.659,0
2183,1.3,0.913258,1.65681,0
2184,1.3,0.93212,1.65462,0
2185,1.3,0.950061,1.65245,0
2186,1.3,0.967128,1.65027,0
2187,1.3,0.983362,1.64811,0
2188,1.3,0.998805,1.64595,0
2189,1.3,1.01349,1.6438,0
2190,1.3,1.02747,1.64166,0
2191,1.3,1.04076,1.63953,0
2192,1.3,1.0534,1.6374,0
2193,1.3,1.06543,1.63528,0
2194,1.3,1.07687,1.63316,0
2195,1.3,1.08775,1.63106,0
2196,1.3,1.0981,1.62896,0
2197,1.3,1.10795,1.62686,0
2198,1.3,1.11732,1.62478,0
2199,1.3,1.12623,1.6227,0
2200,1.3,1.1347,1.62063,0
2201,1.3,1.14276,1.61856,0
2202,1.3,1.15043,1.6165,0
2203,1.3,1.15773,1.61445,0
2204,1.3,1.16466,1.61241,0
2205,1.3,1.17126,1.61037,0
2206,1.3,1.17754,1.60834,0
2207,1.3,1.18352,1.60631,0
2208,1.3,1.1892,1.60429,0
2209,1.3,1.1946,1.60228,0
2210,1.3,1.19974,1.60028,0
2211,1.3,1.20463,1.59828,0
2212,1.3,1.20928,1.59629,0
2213,1.3,1.21371,1.59431,0
2214,1.3,1.21791,1.59233,0
2215,1.3,1.22192,1.59036,0
2216,1.3,1.22573,1.58839,0
2217,1.3,1.22935,1.58644,0
2218,1.3,1.23279,1.58448,0
2219,1.3,1.23607,1.58254,0
2220,1.3,1.23919,1.5806,0
2221,1.3,1.24216,1.57867,0
2222,1.3,1.24498,1.57674,0
2223,1.3,1.24766,1.57482,0
2224,1.3,1.25021,1.57291,0
2225,1.3,1.25264,1.571,0
2226,1.3,1.25495,1.5691,0
2227,1.3,1.25715,1.56721,0
2228,1.3,1.25924,1.56532,0
2229,1.3,1.26123,1.56344,0
2230,1.3,1.26312,1.56157,0
2231,1.3,1.26492,1.5597,0
2232,1.3,1.26663,1.55783,0
2233,1.3,1.26825,1.55598,0
2234,1.3,1.2698,1.55413,0
2235,1.3,1.27128,1.55228,0
2236,1.3,1.27268,1.55045,0
2237,1.3,1.27401,1.54861,0
2238,1.3,1.27528,1.54679,0
2239,1.3,1.27648,1.54497,0
2240,1.3,1.27763,1.54316,0
2241,1.3,1.27872,1.54135,0
2242,1.3,1.27976,1.53955,0
2243,1.3,1.28075,1.53775,0
2244,1.3,1.28168,1.53596,0
2245,1.3,1.28258,1.53418,0
2246,1.3,1.28343,1.5324,0
2247,1.3,1.28424,1.53063,0
2248,1.3,1.285,1.52886,0
2249,1.3,1.28574,1.5271,0
2250,1.3,1.28643,1.52535,0
2251,1.3,1.28709,1.5236,0
2252,1.3,1.28772,1.52186,0
2253,1.3,1.28832,1.52012,0
2254,1.3,1.28889,1.51839,0
2255,1.3,1.28943,1.51667,0
2256,1.3,1.28995,1.51495,0
2257,1.3,1.29044,1.51323,0
2258,1.3,1.2909,1.51152,0
2259,1.3,1.29135,1.50982,0
2260,1.3,1.29177,1.50813,0
2261,1.3,1.29217,1.50643,0
2262,1.3,1.29255,1.50475,0
2263,1.3,1.29292,1.50307,0
2264,1.3,1.29326,1.5014,0
