step,input,v,v_th_eff,spike
779,1.3,1.29929,1.43176,0
780,1.3,1.29932,1.43032,0
781,1.3,1.29936,1.42889,0
782,1.3,1.29939,1.42746,0
783,1.3,1.29942,1.42604,0
784,1.3,1.29945,1.42462,0
785,1.3,1.29947,1.42321,0
786,1.3,1.2995,1.4218,0
787,1.3,1.29952,1.4204,0
788,1.3,1.29955,1.419,0
789,1.3,1.29957,1.41761,0
790,1.3,1.29959,1.41622,0
791,1.3,1.29961,1.41483,0
792,1.3,1.29963,1.41345,0
793,1.3,1.29965,1.41208,0
794,1.3,1.29966,1.4107,0
795,1.3,1.29968,1.40934,0
796,1.3,1.2997,1.40797,0
797,1.3,1.29971,1.40662,0
798,1.3,1.29973,1.40526,0
799,1.3,1.29974,1.40392,0
800,1.3,1.29975,1.40257,0
801,1.3,1.29976,1.40123,0
802,1.3,1.29978,1.3999,0
803,1.3,1.29979,1.39857,0
804,1.3,1.2998,1.39724,0
805,1.3,1.29981,1.39592,0
806,1.3,1.29982,1.3946,0
807,1.3,1.29982,1.39329,0
808,1.3,1.29983,1.39198,0
809,1.3,1.29984,1.39067,0
810,1.3,1.29985,1.38937,0
811,1.3,1.29986,1.38808,0
812,1.3,1.29986,1.38679,0
813,1.3,1.29987,1.3855,0
814,1.3,1.29988,1.38422,0
815,1.3,1.29988,1.38294,0
816,1.3,1.29989,1.38166,0
817,1.3,1.29989,1.38039,0
818,1.3,1.2999,1.37913,0
819,1.3,1.2999,1.37787,0
820,1.3,1.29991,1.37661,0
821,1.3,1.29991,1.37536,0
822,1.3,1.29992,1.37411,0
823,1.3,1.29992,1.37286,0
824,1.3,1.29992,1.37162,0
825,1.3,1.29993,1.37038,0
826,1.3,1.29993,1.36915,0
827,1.3,1.29994,1.36792,0
828,1.3,1.29994,1.3667,0
829,1.3,1.29994,1.36548,0
830,1.3,1.29994,1.36426,0
831,1.3,1.29995,1.36305,0
832,1.3,1.29995,1.36184,0
833,1.3,1.29995,1.36064,0
834,1.3,1.29995,1.35944,0
835,1.3,1.29996,1.35824,0
836,1.3,1.29996,1.35705,0
837,1.3,1.29996,1.35586,0
838,1.3,1.29996,1.35468,0
839,1.3,1.29996,1.3535,0
840,1.3,1.29997,1.35232,0
841,1.3,1.29997,1.35115,0
842,1.3,1.29997,1.34998,0
843,1.3,1.29997,1.34881,0
844,1.3,1.29997,1.34765,0
845,1.3,1.29997,1.3465,0
846,1.3,1.29998,1.34534,0
847,1.3,1.29998,1.34419,0
848,1.3,1.29998,1.34305,0
849,1.3,1.29998,1.34191,0
850,1.3,1.29998,1.34077,0
851,1.3,1.29998,1.33964,0
852,1.3,1.29998,1.33851,0
853,1.3,1.29998,1.33738,0
854,1.3,1.29998,1.33626,0
855,1.3,1.29998,1.33514,0
856,1.3,1.29998,1.33402,0
857,1.3,1.29999,1.33291,0
858,1.3,1.29999,1.3318,0
859,1.3,1.29999,1.3307,0
860,1.3,1.29999,1.3296,0
861,1.3,1.29999,1.3285,0
862,1.3,1.29999,1.32741,0
863,1.3,1.29999,1.32632,0
864,1.3,1.29999,1.32523,0
865,1.3,1.29999,1.32415,0
866,1.3,1.29999,1.32307,0
867,1.3,1.29999,1.322,0
868,1.3,1.29999,1.32092,0
869,1.3,1.29999,1.31986,0
870,1.3,1.29999,1.31879,0
871,1.3,1.29999,1.31773,0
872,1.3,1.29999,1.31667,0
873,1.3,1.29999,1.31562,0
874,1.3,1.29999,1.31457,0
875,1.3,1.29999,1.31352,0
876,1.3,1.29999,1.31248,0
877,1.3,1.29999,1.31144,0
878,1.3,1.29999,1.3104,0
879,1.3,1.3,1.30937,0
880,1.3,1.3,1.30834,0
881,1.3,1.3,1.30731,0
882,1.3,1.3,1.30629,0
883,1.3,1.3,1.30527,0
884,1.3,1.3,1.30426,0
885,1.3,1.3,1.30324,0
886,1.3,1.3,1.30224,0
887,1.3,1.3,1.30123,0
888,1.3,1.3,1.30023,0
889,1.3,0.299997,1.29923,1000
890,1.3,0.348768,1.69757,0
891,1.3,0.39516,1.69525,0
892,1.3,0.43929,1.69293,0
893,1.3,0.481267,1.69063,0
894,1.3,0.521197,1.68833,0
895,1.3,0.55918,1.68604,0
896,1.3,0.59531,1.68375,0
897,1.3,0.629678,1.68148,0
898,1.3,0.66237,1.67921,0
899,1.3,0.693468,1.67695,0
900,1.3,0.723049,1.6747,0
901,1.3,0.751187,1.67245,0
902,1.3,0.777953,1.67021,0
903,1.3,0.803413,1.66798,0
904,1.3,0.827632,1.66576,0
905,1.3,0.85067,1.66355,0
906,1.3,0.872584,1.66134,0
907,1.3,0.893429,1.65914,0
908,1.3,0.913258,1.65694,0
909,1.3,0.93212,1.65476,0
910,1.3,0.950061,1.65258,0
911,1.3,0.967128,1.65041,0
912,1.3,0.983362,1.64824,0
913,1.3,0.998805,1.64609,0
914,1.3,1.01349,1.64394,0
915,1.3,1.02747,1.64179,0
916,1.3,1.04076,1.63966,0
917,1.3,1.0534,1.63753,0
918,1.3,1.06543,1.63541,0
919,1.3,1.07687,1.63329,0
920,1.3,1.08775,1.63118,0
921,1.3,1.0981,1.62908,0
922,1.3,1.10795,1.62699,0
923,1.3,1.11732,1.6249,0
924,1.3,1.12623,1.62282,0
925,1.3,1.1347,1.62075,0
926,1.3,1.14276,1.61869,0
927,1.3,1.15043,1.61663,0
928,1.3,1.15773,1.61458,0
929,1.3,1.16466,1.61253,0
930,1.3,1.17126,1.61049,0
931,1.3,1.17754,1.60846,0
932,1.3,1.18352,1.60644,0
933,1.3,1.1892,1.60442,0
934,1.3,1.1946,1.60241,0
935,1.3,1.19974,1.6004,0
936,1.3,1.20463,1.5984,0
937,1.3,1.20928,1.59641,0
938,1.3,1.21371,1.59443,0
939,1.3,1.21791,1.59245,0
940,1.3,1.22192,1.59048,0
941,1.3,1.22573,1.58851,0
942,1.3,1.22935,1.58655,0
943,1.3,1.23279,1.5846,0
944,1.3,1.23607,1.58266,0
945,1.3,1.23919,1.58072,0
946,1.3,1.24216,1.57879,0
947,1.3,1.24498,1.57686,0
948,1.3,1.24766,1.57494,0
949,1.3,1.25021,1.57303,0
950,1.3,1.25264,1.57112,0
951,1.3,1.25495,1.56922,0
952,1.3,1.25715,1.56732,0
953,1.3,1.25924,1.56544,0
954,1.3,1.26123,1.56355,0
955,1.3,1.26312,1.56168,0
956,1.3,1.26492,1.55981,0
957,1.3,1.26663,1.55795,0
958,1.3,1.26825,1.55609,0
959,1.3,1.2698,1.55424,0
960,1.3,1.27128,1.5524,0
961,1.3,1.27268,1.55056,0
962,1.3,1.27401,1.54873,0
963,1.3,1.27528,1.5469,0
964,1.3,1.27648,1.54508,0
965,1.3,1.27763,1.54327,0
966,1.3,1.27872,1.54146,0
967,1.3,1.27976,1.53966,0
968,1.3,1.28075,1.53786,0
969,1.3,1.28168,1.53607,0
970,1.3,1.28258,1.53429,0
971,1.3,1.28343,1.53251,0
972,1.3,1.28424,1.53074,0
973,1.3,1.285,1.52897,0
974,1.3,1.28574,1.52721,0
975,1.3,1.28643,1.52545,0
976,1.3,1.28709,1.52371,0
977,1.3,1.28772,1.52196,0
978,1.3,1.28832,1.52023,0
979,1.3,1.28889,1.5185,0
980,1.3,1.28943,1.51677,0
981,1.3,1.28995,1.51505,0
982,1.3,1.29044,1.51334,0
983,1.3,1.2909,1.51163,0
984,1.3,1.29135,1.50993,0
985,1.3,1.29177,1.50823,0
986,1.3,1.29217,1.50654,0
987,1.3,1.29255,1.50485,0
988,1.3,1.29292,1.50317,0
989,1.3,1.29326,1.5015,0
990,1.3,1.29359,1.49983,0
991,1.3,1.2939,1.49816,0
992,1.3,1.2942,1.49651,0
993,1.3,1.29448,1.49485,0
994,1.3,1.29475,1.49321,0
995,1.3,1.29501,1.49157,0
996,1.3,1.29525,1.48993,0
997,1.3,1.29548,1.4883,0
998,1.3,1.2957,1.48668,0
999,1.3,1.29591,1.48506,0
1000,1.3,1.29611,1.48344,0
1001,1.3,1.2963,1.48183,0
1002,1.3,1.29648,1.48023,0
1003,1.3,1.29665,1.47863,0
1004,1.3,1.29682,1.47704,0
1005,1.3,1.29697,1.47545,0
1006,1.3,1.29712,1.47387,0
1007,1.3,1.29726,1.47229,0
1008,1.3,1.29739,1.47072,0
1009,1.3,1.29752,1.46915,0
1010,1.3,1.29764,1.46759,0
1011,1.3,1.29776,1.46604,0
1012,1.3,1.29787,1.46449,0
1013,1.3,1.29797,1.46294,0
1014,1.3,1.29807,1.4614,0
1015,1.3,1.29816,1.45986,0
1016,1.3,1.29825,1.45833,0
1017,1.3,1.29834,1.45681,0
1018,1.3,1.29842,1.45529,0
1019,1.3,1.2985,1.45377,0
1020,1.3,1.29857,1.45226,0
1021,1.3,1.29864,1.45076,0
1022,1.3,1.29871,1.44926,0
1023,1.3,1.29877,1.44776,0
1024,1.3,1.29883,1.44627,0
1025,1.3,1.29889,1.44479,0
1026,1.3,1.29894,1.44331,0
1027,1.3,1.29899,1.44183,0
1028,1.3,1.29904,1.44036,0
1029,1.3,1.29909,1.4389,0
1030,1.3,1.29913,1.43744,0
1031,1.3,1.29918,1.43598,0
1032,1.3,1.29922,1.43453,0
1033,1.3,1.29925,1.43308,0
1034,1.3,1.29929,1.43164,0
1035,1.3,1.29932,1.43021,0
1036,1.3,1.29936,1.42877,0
1037,1.3,1.29939,1.42735,0
1038,1.3,1.29942,1.42593,0
1039,1.3,1.29945,1.42451,0
1040,1.3,1.29947,1.4231,0
1041,1.3,1.2995,1.42169,0
1042,1.3,1.29952,1.42028,0
1043,1.3,1.29955,1.41889,0
1044,1.3,1.29957,1.41749,0
1045,1.3,1.29959,1.4161,0
1046,1.3,1.29961,1.41472,0
1047,1.3,1.29963,1.41334,0
1048,1.3,1.29965,1.41196,0
1049,1.3,1.29966,1.41059,0
1050,1.3,1.29968,1.40922,0
1051,1.3,1.2997,1.40786,0
1052,1.3,1.29971,1.40651,0
1053,1.3,1.29973,1.40515,0
1054,1.3,1.29974,1.4038,0
1055,1.3,1.29975,1.40246,0
1056,1.3,1.29976,1.40112,0
1057,1.3,1.29978,1.39979,0
1058,1.3,1.29979,1.39846,0
1059,1.3,1.2998,1.39713,0
1060,1.3,1.29981,1.39581,0
1061,1.3,1.29982,1.39449,0
1062,1.3,1.29982,1.39318,0
1063,1.3,1.29983,1.39187,0
1064,1.3,1.29984,1.39057,0
1065,1.3,1.29985,1.38927,0
1066,1.3,1.29986,1.38797,0
1067,1.3,1.29986,1.38668,0
1068,1.3,1.29987,1.38539,0
1069,1.3,1.29988,1.38411,0
1070,1.3,1.29988,1.38283,0
1071,1.3,1.29989,1.38156,0
1072,1.3,1.29989,1.38029,0
1073,1.3,1.2999,1.37902,0
1074,1.3,1.2999,1.37776,0
1075,1.3,1.29991,1.3765,0
1076,1.3,1.29991,1.37525,0
1077,1.3,1.29992,1.374,0
1078,1.3,1.29992,1.37276,0
1079,1.3,1.29992,1.37152,0
1080,1.3,1.29993,1.37028,0
1081,1.3,1.29993,1.36905,0
1082,1.3,1.29994,1.36782,0
1083,1.3,1.29994,1.3666,0
1084,1.3,1.29994,1.36538,0
1085,1.3,1.29994,1.36416,0
1086,1.3,1.29995,1.36295,0
1087,1.3,1.29995,1.36174,0
1088,1.3,1.29995,1.36054,0
1089,1.3,1.29995,1.35934,0
1090,1.3,1.29996,1.35814,0
1091,1.3,1.29996,1.35695,0
1092,1.3,1.29996,1.35576,0
1093,1.3,1.29996,1.35458,0
1094,1.3,1.29996,1.3534,0
1095,1.3,1.29997,1.35222,0
1096,1.3,1.29997,1.35105,0
1097,1.3,1.29997,1.34988,0
1098,1.3,1.29997,1.34872,0
1099,1.3,1.29997,1.34756,0
1100,1.3,1.29997,1.3464,0
1101,1.3,1.29998,1.34525,0
1102,1.3,1.29998,1.3441,0
1103,1.3,1.29998,1.34295,0
1104,1.3,1.29998,1.34181,0
1105,1.3,1.29998,1.34068,0
1106,1.3,1.29998,1.33954,0
1107,1.3,1.29998,1.33841,0
1108,1.3,1.29998,1.33729,0
1109,1.3,1.29998,1.33616,0
1110,1.3,1.29998,1.33504,0
1111,1.3,1.29998,1.33393,0
1112,1.3,1.29999,1.33282,0
1113,1.3,1.29999,1.33171,0
1114,1.3,1.29999,1.33061,0
1115,1.3,1.29999,1.32951,0
1116,1.3,1.29999,1.32841,0
1117,1.3,1.29999,1.32732,0
1118,1.3,1.29999,1.32623,0
1119,1.3,1.29999,1.32514,0
1120,1.3,1.29999,1.32406,0
1121,1.3,1.29999,1.32298,0
1122,1.3,1.29999,1.32191,0
1123,1.3,1.29999,1.32084,0
1124,1.3,1.29999,1.31977,0
1125,1.3,1.29999,1.3187,0
1126,1.3,1.29999,1.31764,0
1127,1.3,1.29999,1.31659,0
1128,1.3,1.29999,1.31553,0
1129,1.3,1.29999,1.31448,0
1130,1.3,1.29999,1.31344,0
1131,1.3,1.29999,1.31239,0
1132,1.3,1.29999,1.31135,0
1133,1.3,1.29999,1.31032,0
1134,1.3,1.3,1.30929,0
1135,1.3,1.3,1.30826,0
1136,1.3,1.3,1.30723,0
1137,1.3,1.3,1.30621,0
1138,1.3,1.3,1.30519,0
1139,1.3,1.3,1.30417,0
1140,1.3,1.3,1.30316,0
1141,1.3,1.3,1.30215,0
1142,1.3,1.3,1.30115,0
1143,1.3,1.3,1.30014,0
1144,1.3,0.299997,1.29915,1000
1145,1.3,0.348768,1.69748,0
1146,1.3,0.39516,1.69516,0
1147,1.3,0.43929,1.69285,0
1148,1.3,0.481267,1.69054,0
1149,1.3,0.521197,1.68825,0
1150,1.3,0.55918,1.68596,0
1151,1.3,0.59531,1.68367,0
1152,1.3,0.629678,1.6814,0
1153,1.3,0.66237,1.67913,0
1154,1.3,0.693468,1.67687,0
1155,1.3,0.723049,1.67462,0
1156,1.3,0.751187,1.67237,0
1157,1.3,0.777953,1.67014,0
1158,1.3,0.803413,1.66791,0
1159,1.3,0.827632,1.66568,0
1160,1.3,0.85067,1.66347,0
1161,1.3,0.872584,1.66126,0
1162,1.3,0.893429,1.65906,0
1163,1.3,0.913258,1.65687,0
1164,1.3,0.93212,1.65468,0
1165,1.3,0.950061,1.6525,0
1166,1.3,0.967128,1.65033,0
1167,1.3,0.983362,1.64817,0
1168,1.3,0.998805,1.64601,0
1169,1.3,1.01349,1.64386,0
1170,1.3,1.02747,1.64172,0
1171,1.3,1.04076,1.63958,0
1172,1.3,1.0534,1.63745,0
1173,1.3,1.06543,1.63533,0
1174,1.3,1.07687,1.63322,0
1175,1.3,1.08775,1.63111,0
1176,1.3,1.0981,1.62901,0
1177,1.3,1.10795,1.62692,0
1178,1.3,1.11732,1.62483,0
1179,1.3,1.12623,1.62275,0
1180,1.3,1.1347,1.62068,0
1181,1.3,1.14276,1.61861,0
1182,1.3,1.15043,1.61655,0
1183,1.3,1.15773,1.6145,0
1184,1.3,1.16466,1.61246,0
1185,1.3,1.17126,1.61042,0
1186,1.3,1.17754,1.60839,0
1187,1.3,1.18352,1.60636,0
1188,1.3,1.1892,1.60435,0
1189,1.3,1.1946,1.60233,0
1190,1.3,1.19974,1.60033,0
1191,1.3,1.20463,1.59833,0
1192,1.3,1.20928,1.59634,0
1193,1.3,1.21371,1.59436,0
1194,1.3,1.21791,1.59238,0
1195,1.3,1.22192,1.59041,0
1196,1.3,1.22573,1.58844,0
1197,1.3,1.22935,1.58648,0
1198,1.3,1.23279,1.58453,0
1199,1.3,1.23607,1.58259,0
1200,1.3,1.23919,1.58065,0
1201,1.3,1.24216,1.57872,0
1202,1.3,1.24498,1.57679,0
1203,1.3,1.24766,1.57487,0
1204,1.3,1.25021,1.57296,0
1205,1.3,1.25264,1.57105,0
1206,1.3,1.25495,1.56915,0
1207,1.3,1.25715,1.56726,0
1208,1.3,1.25924,1.56537,0
1209,1.3,1.26123,1.56349,0
1210,1.3,1.26312,1.56161,0
1211,1.3,1.26492,1.55974,0
1212,1.3,1.26663,1.55788,0
1213,1.3,1.26825,1.55603,0
1214,1.3,1.2698,1.55417,0
1215,1.3,1.27128,1.55233,0
1216,1.3,1.27268,1.55049,0
1217,1.3,1.27401,1.54866,0
1218,1.3,1.27528,1.54683,0
1219,1.3,1.27648,1.54502,0
1220,1.3,1.27763,1.5432,0
1221,1.3,1.27872,1.54139,0
1222,1.3,1.27976,1.53959,0
1223,1.3,1.28075,1.5378,0
1224,1.3,1.28168,1.53601,0
1225,1.3,1.28258,1.53422,0
1226,1.3,1.28343,1.53245,0
1227,1.3,1.28424,1.53067,0
1228,1.3,1.285,1.52891,0
1229,1.3,1.28574,1.52715,0
1230,1.3,1.28643,1.52539,0
1231,1.3,1.28709,1.52364,0
1232,1.3,1.28772,1.5219,0
1233,1.3,1.28832,1.52017,0
1234,1.3,1.28889,1.51843,0
1235,1.3,1.28943,1.51671,0
1236,1.3,1.28995,1.51499,0
1237,1.3,1.29044,1.51328,0
1238,1.3,1.2909,1.51157,0
1239,1.3,1.29135,1.50987,0
1240,1.3,1.29177,1.50817,0
1241,1.3,1.29217,1.50648,0
1242,1.3,1.29255,1.50479,0
1243,1.3,1.29292,1.50311,0
1244,1.3,1.29326,1.50144,0
1245,1.3,1.29359,1.49977,0
1246,1.3,1.2939,1.49811,0
1247,1.3,1.2942,1.49645,0
1248,1.3,1.29448,1.4948,0
1249,1.3,1.29475,1.49315,0
1250,1.3,1.29501,1.49151,0
1251,1.3,1.29525,1.48987,0
1252,1.3,1.29548,1.48824,0
1253,1.3,1.2957,1.48662,0
1254,1.3,1.29591,1.485,0
1255,1.3,1.29611,1.48339,0
1256,1.3,1.2963,1.48178,0
1257,1.3,1.29648,1.48017,0
1258,1.3,1.29665,1.47858,0
1259,1.3,1.29682,1.47698,0
1260,1.3,1.29697,1.4754,0
1261,1.3,1.29712,1.47381,0
1262,1.3,1.29726,1.47224,0
1263,1.3,1.29739,1.47067,0
1264,1.3,1.29752,1.4691,0
1265,1.3,1.29764,1.46754,0
1266,1.3,1.29776,1.46598,0
1267,1.3,1.29787,1.46443,0
1268,1.3,1.29797,1.46289,0
1269,1.3,1.29807,1.46135,0
1270,1.3,1.29816,1.45981,0
1271,1.3,1.29825,1.45828,0
1272,1.3,1.29834,1.45676,0
1273,1.3,1.29842,1.45524,0
1274,1.3,1.2985,1.45372,0
1275,1.3,1.29857,1.45221,0
1276,1.3,1.29864,1.45071,0
1277,1.3,1.29871,1.44921,0
1278,1.3,1.29877,1.44771,0
1279,1.3,1.29883,1.44622,0
1280,1.3,1.29889,1.44474,0
1281,1.3,1.29894,1.44326,0
1282,1.3,1.29899,1.44178,0
1283,1.3,1.29904,1.44031,0
1284,1.3,1.29909,1.43885,0
1285,1.3,1.29913,1.43739,0
1286,1.3,1.29918,1.43593,0
1287,1.3,1.29922,1.43448,0
1288,1.3,1.29925,1.43303,0
1289,1.3,1.29929,1.43159,0
1290,1.3,1.29932,1.43016,0
1291,1.3,1.29936,1.42872,0
1292,1.3,1.29939,1.4273,0
1293,1.3,1.29942,1.42588,0
1294,1.3,1.29945,1.42446,0
1295,1.3,1.29947,1.42305,0
1296,1.3,1.2995,1.42164,0
1297,1.3,1.29952,1.42023,0
1298,1.3,1.29955,1.41884,0
1299,1.3,1.29957,1.41744,0
1300,1.3,1.29959,1.41605,0
1301,1.3,1.29961,1.41467,0
1302,1.3,1.29963,1.41329,0
1303,1.3,1.29965,1.41191,0
1304,1.3,1.29966,1.41054,0
1305,1.3,1.29968,1.40918,0
1306,1.3,1.2997,1.40782,0
1307,1.3,1.29971,1.40646,0
1308,1.3,1.29973,1.40511,0
1309,1.3,1.29974,1.40376,0
1310,1.3,1.29975,1.40241,0
1311,1.3,1.29976,1.40107,0
1312,1.3,1.29978,1.39974,0
1313,1.3,1.29979,1.39841,0
1314,1.3,1.2998,1.39708,0
1315,1.3,1.29981,1.39576,0
1316,1.3,1.29982,1.39445,0
1317,1.3,1.29982,1.39313,0
1318,1.3,1.29983,1.39182,0
1319,1.3,1.29984,1.39052,0
1320,1.3,1.29985,1.38922,0
1321,1.3,1.29986,1.38793,0
1322,1.3,1.29986,1.38663,0
1323,1.3,1.29987,1.38535,0
1324,1.3,1.29988,1.38407,0
1325,1.3,1.29988,1.38279,0
1326,1.3,1.29989,1.38151,0
1327,1.3,1.29989,1.38024,0
1328,1.3,1.2999,1.37898,0
1329,1.3,1.2999,1.37772,0
1330,1.3,1.29991,1.37646,0
1331,1.3,1.29991,1.37521,0
1332,1.3,1.29992,1.37396,0
1333,1.3,1.29992,1.37271,0
1334,1.3,1.29992,1.37147,0
1335,1.3,1.29993,1.37024,0
1336,1.3,1.29993,1.36901,0
1337,1.3,1.29994,1.36778,0
1338,1.3,1.29994,1.36655,0
1339,1.3,1.29994,1.36533,0
1340,1.3,1.29994,1.36412,0
1341,1.3,1.29995,1.36291,0
1342,1.3,1.29995,1.3617,0
1343,1.3,1.29995,1.3605,0
1344,1.3,1.29995,1.3593,0
1345,1.3,1.29996,1.3581,0
1346,1.3,1.29996,1.35691,0
1347,1.3,1.29996,1.35572,0
1348,1.3,1.29996,1.35454,0
1349,1.3,1.29996,1.35336,0
1350,1.3,1.29997,1.35218,0
1351,1.3,1.29997,1.35101,0
1352,1.3,1.29997,1.34984,0
1353,1.3,1.29997,1.34868,0
1354,1.3,1.29997,1.34752,0
1355,1.3,1.29997,1.34636,0
1356,1.3,1.29998,1.34521,0
1357,1.3,1.29998,1.34406,0
1358,1.3,1.29998,1.34291,0
1359,1.3,1.29998,1.34177,0
1360,1.3,1.29998,1.34064,0
1361,1.3,1.29998,1.3395,0
1362,1.3,1.29998,1.33837,0
1363,1.3,1.29998,1.33725,0
1364,1.3,1.29998,1.33612,0
1365,1.3,1.29998,1.33501,0
1366,1.3,1.29998,1.33389,0
1367,1.3,1.29999,1.33278,0
1368,1.3,1.29999,1.33167,0
1369,1.3,1.29999,1.33057,0
1370,1.3,1.29999,1.32947,0
1371,1.3,1.29999,1.32837,0
1372,1.3,1.29999,1.32728,0
1373,1.3,1.29999,1.32619,0
1374,1.3,1.29999,1.3251,0
1375,1.3,1.29999,1.32402,0
1376,1.3,1.29999,1.32294,0
1377,1.3,1.29999,1.32187,0
1378,1.3,1.29999,1.3208,0
1379,1.3,1.29999,1.31973,0
1380,1.3,1.29999,1.31867,0
1381,1.3,1.29999,1.31761,0
1382,1.3,1.29999,1.31655,0
1383,1.3,1.29999,1.3155,0
1384,1.3,1.29999,1.31445,0
1385,1.3,1.29999,1.3134,0
1386,1.3,1.29999,1.31236,0
1387,1.3,1.29999,1.31132,0
1388,1.3,1.29999,1.31028,0
1389,1.3,1.3,1.30925,0
1390,1.3,1.3,1.30822,0
1391,1.3,1.3,1.30719,0
1392,1.3,1.3,1.30617,0
1393,1.3,1.3,1.30515,0
1394,1.3,1.3,1.30414,0
1395,1.3,1.3,1.30313,0
1396,1.3,1.3,1.30212,0
1397,1.3,1.3,1.30111,0
1398,1.3,1.3,1.30011,0
1399,1.3,0.299997,1.29911,1000
1400,1.3,0.348768,1.69745,0
1401,1.3,0.39516,1.69513,0
1402,1.3,0.43929,1.69282,0
1403,1.3,0.481267,1.69051,0
1404,1.3,0.521197,1.68821,0
1405,1.3,0.55918,1.68592,0
1406,1.3,0.59531,1.68364,0
1407,1.3,0.629678,1.68136,0
1408,1.3,0.66237,1.6791,0
1409,1.3,0.693468,1.67684,0
1410,1.3,0.723049,1.67458,0
1411,1.3,0.751187,1.67234,0
1412,1.3,0.777953,1.6701,0
1413,1.3,0.803413,1.66787,0
1414,1.3,0.827632,1.66565,0
1415,1.3,0.85067,1.66343,0
1416,1.3,0.872584,1.66123,0
1417,1.3,0.893429,1.65903,0
1418,1.3,0.913258,1.65683,0
1419,1.3,0.93212,1.65465,0
1420,1.3,0.950061,1.65247,0
1421,1.3,0.967128,1.6503,0
1422,1.3,0.983362,1.64813,0
1423,1.3,0.998805,1.64598,0
1424,1.3,1.01349,1.64383,0
1425,1.3,1.02747,1.64168,0
1426,1.3,1.04076,1.63955,0
1427,1.3,1.0534,1.63742,0
1428,1.3,1.06543,1.6353,0
1429,1.3,1.07687,1.63319,0
1430,1.3,1.08775,1.63108,0
1431,1.3,1.0981,1.62898,0
1432,1.3,1.10795,1.62689,0
1433,1.3,1.11732,1.6248,0
1434,1.3,1.12623,1.62272,0
1435,1.3,1.1347,1.62065,0
1436,1.3,1.14276,1.61858,0
1437,1.3,1.15043,1.61652,0
1438,1.3,1.15773,1.61447,0
1439,1.3,1.16466,1.61243,0
1440,1.3,1.17126,1.61039,0
1441,1.3,1.17754,1.60836,0
1442,1.3,1.18352,1.60633,0
1443,1.3,1.1892,1.60432,0
1444,1.3,1.1946,1.6023,0
1445,1.3,1.19974,1.6003,0
1446,1.3,1.20463,1.5983,0
1447,1.3,1.20928,1.59631,0
1448,1.3,1.21371,1.59433,0
1449,1.3,1.21791,1.59235,0
1450,1.3,1.22192,1.59038,0
1451,1.3,1.22573,1.58841,0
1452,1.3,1.22935,1.58646,0
1453,1.3,1.23279,1.5845,0
1454,1.3,1.23607,1.58256,0
1455,1.3,1.23919,1.58062,0
1456,1.3,1.24216,1.57869,0
1457,1.3,1.24498,1.57676,0
1458,1.3,1.24766,1.57484,0
1459,1.3,1.25021,1.57293,0
1460,1.3,1.25264,1.57102,0
1461,1.3,1.25495,1.56912,0
1462,1.3,1.25715,1.56723,0
1463,1.3,1.25924,1.56534,0
1464,1.3,1.26123,1.56346,0
1465,1.3,1.26312,1.56159,0
1466,1.3,1.26492,1.55972,0
1467,1.3,1.26663,1.55785,0
1468,1.3,1.26825,1.556,0
1469,1.3,1.2698,1.55415,0
1470,1.3,1.27128,1.5523,0
1471,1.3,1.27268,1.55046,0
1472,1.3,1.27401,1.54863,0
1473,1.3,1.27528,1.54681,0
1474,1.3,1.27648,1.54499,0
1475,1.3,1.27763,1.54317,0
1476,1.3,1.27872,1.54137,0
1477,1.3,1.27976,1.53956,0
1478,1.3,1.28075,1.53777,0
1479,1.3,1.28168,1.53598,0
1480,1.3,1.28258,1.5342,0
1481,1.3,1.28343,1.53242,0
1482,1.3,1.28424,1.53065,0
1483,1.3,1.285,1.52888,0
1484,1.3,1.28574,1.52712,0
1485,1.3,1.28643,1.52537,0
1486,1.3,1.28709,1.52362,0
1487,1.3,1.28772,1.52188,0
1488,1.3,1.28832,1.52014,0
1489,1.3,1.28889,1.51841,0
1490,1.3,1.28943,1.51668,0
1491,1.3,1.28995,1.51496,0
1492,1.3,1.29044,1.51325,0
1493,1.3,1.2909,1.51154,0
1494,1.3,1.29135,1.50984,0
1495,1.3,1.29177,1.50814,0
1496,1.3,1.29217,1.50645,0
1497,1.3,1.29255,1.50477,0
1498,1.3,1.29292,1.50309,0
1499,1.3,1.29326,1.50141,0
1500,1.3,1.29359,1.49974,0
1501,1.3,1.2939,1.49808,0
1502,1.3,1.2942,1.49642,0
1503,1.3,1.29448,1.49477,0
1504,1.3,1.29475,1.49313,0
1505,1.3,1.29501,1.49148,0
1506,1.3,1.29525,1.48985,0
1507,1.3,1.29548,1.48822,0
1508,1.3,1.2957,1.48659,0
1509,1.3,1.29591,1.48497,0
1510,1.3,1.29611,1.48336,0
1511,1.3,1.2963,1.48175,0
1512,1.3,1.29648,1.48015,0
1513,1.3,1.29665,1.47855,0
1514,1.3,1.29682,1.47696,0
1515,1.3,1.29697,1.47537,0
1516,1.3,1.29712,1.47379,0
1517,1.3,1.29726,1.47221,0
1518,1.3,1.29739,1.47064,0
1519,1.3,1.29752,1.46908,0
1520,1.3,1.29764,1.46751,0
1521,1.3,1.29776,1.46596,0
1522,1.3,1.29787,1.46441,0
1523,1.3,1.29797,1.46286,0
1524,1.3,1.29807,1.46132,0
1525,1.3,1.29816,1.45979,0
1526,1.3,1.29825,1.45826,0
1527,1.3,1.29834,1.45673,0
